id,week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders,discount,promotion
1000948,85,81,2290,238.62,239.62,0,0,823,1.0,0
1000949,10,113,2867,435.53,658.63,1,0,190,223.10000000000002,1
1000950,125,42,1230,323.01,324.01,0,0,204,1.0,0
1000951,44,43,2444,618.86,619.86,0,0,258,1.0,0
1000952,104,153,2826,329.86,327.86,0,0,297,-2.0,0
1000953,99,93,1727,404.55,402.55,0,0,231,-2.0,0
1000955,99,41,2490,281.36,279.36,0,0,82,-2.0,0
1000956,51,65,1902,486.03,485.03,0,0,14,-1.0,0
1000957,93,55,2569,310.46,308.46,0,0,54,-2.0,0
1000958,127,77,2569,339.53,339.53,0,0,487,0.0,0
1000959,14,64,2826,328.86,329.86,0,0,258,1.0,0
1000960,60,137,2664,286.15,336.65,0,0,730,50.5,0
1000961,25,161,2539,95.06,96.06,0,0,161,1.0,0
1000963,9,89,2492,388.03,388.03,0,0,27,0.0,0
1000964,93,149,1216,339.5,436.53,0,0,95,97.02999999999997,0
1000965,51,75,2867,629.53,629.53,0,0,14,0.0,0
1000966,3,93,1878,243.53,242.53,0,0,161,-1.0,0
1000968,81,81,2577,280.33,282.33,0,0,96,2.0,0
1000969,118,106,1885,118.4,118.4,0,0,620,0.0,0
1000970,145,17,1445,728.53,728.53,0,0,13,0.0,0
1000971,63,83,2577,282.33,281.33,0,0,41,-1.0,0
1000972,37,113,1525,243.5,242.5,0,0,26,-1.0,0
1000973,60,76,1109,178.48,321.13,0,0,460,142.65,0
1000974,116,13,1216,417.13,418.13,0,0,135,1.0,0
1000975,92,11,2304,485.03,485.03,0,0,80,0.0,0
1000976,40,51,2494,195.0,256.08,0,0,80,61.079999999999984,0
1000977,122,94,2631,98.0,152.35,0,0,40,54.349999999999994,0
1000978,105,74,1525,262.93,291.03,0,1,13,28.099999999999966,1
1000979,74,13,1109,279.42,278.42,0,0,1824,-1.0,0
1000980,41,11,1230,466.63,466.63,0,0,150,0.0,0
1000981,143,186,1778,150.41,175.63,0,0,150,25.22,0
1000982,71,83,2322,322.1,321.1,0,0,270,-1.0,0
1000983,76,76,1803,173.63,255.11,0,0,149,81.48000000000002,0
1000984,130,68,1216,417.13,417.13,0,0,14,0.0,0
1000986,3,61,1558,611.13,611.13,0,0,134,0.0,0
1000987,7,177,1445,660.63,658.63,0,0,26,-2.0,0
1000988,85,161,2304,226.04,736.23,0,0,69,510.19000000000005,0
1000989,44,27,1438,217.28,218.28,0,0,123,1.0,0
1000990,142,41,2306,337.62,336.62,0,0,15,-1.0,0
1000991,66,126,1558,678.03,679.03,0,0,69,1.0,0
1000992,145,77,2826,326.92,326.92,0,0,204,0.0,0
1000993,132,162,1993,118.4,116.4,0,0,67,-2.0,0
1000994,30,30,2569,361.81,363.81,0,0,176,2.0,0
1000995,114,73,1727,421.95,422.95,0,0,123,1.0,0
1000996,80,92,1248,97.0,153.26,0,0,81,56.25999999999999,0
1000997,106,73,1770,411.28,484.03,0,0,40,72.75,0
1000998,98,109,1727,446.23,447.23,0,0,256,1.0,0
1000999,119,88,2492,446.23,447.23,0,0,55,1.0,0
1001000,79,26,2867,515.13,629.53,0,0,41,114.39999999999998,0
1001001,98,17,1248,146.5,147.5,0,0,28,1.0,0
1001002,125,34,2640,280.33,280.33,0,0,311,0.0,0
1001003,83,161,2760,242.53,241.53,0,0,150,-1.0,0
1001004,47,20,1778,161.99,182.39,0,0,730,20.399999999999977,0
1001005,65,26,2707,224.13,224.13,0,0,121,0.0,0
1001006,101,86,1754,318.16,320.16,0,0,1162,2.0,0
1001007,142,67,1878,320.13,321.13,0,0,216,1.0,0
1001008,41,113,1778,177.54,178.54,0,0,352,1.0,0
1001009,95,27,2290,244.47,303.64,0,0,1107,59.16999999999999,0
1001010,137,88,1778,159.14,180.42,0,0,177,21.28,0
1001011,93,162,2760,241.53,242.53,0,0,27,1.0,0
1001012,119,83,2304,389.03,473.39,0,1,82,84.36000000000001,1
1001013,111,99,1109,188.18,309.43,0,0,379,121.25,0
1001014,89,174,2494,212.43,212.43,0,0,135,0.0,0
1001015,68,72,1847,242.53,243.53,0,0,28,1.0,0
1001016,84,81,2539,119.34,118.34,0,0,161,-1.0,0
1001017,55,91,1778,184.33,183.33,0,0,54,-1.0,0
1001018,22,26,1971,245.44,291.03,1,1,593,45.589999999999975,2
1001019,145,143,2760,184.36,262.93,0,0,15,78.57,0
1001020,123,74,2490,255.14,256.14,0,0,40,1.0,0
1001021,8,52,2867,668.33,670.33,0,0,28,2.0,0
1001022,138,43,1062,194.06,194.06,0,0,784,0.0,0
1001024,23,104,1878,282.33,282.33,0,1,123,0.0,1
1001025,110,13,1770,485.03,486.03,0,0,123,1.0,0
1001026,58,80,2490,254.2,252.2,0,0,567,-2.0,0
1001027,9,72,1993,145.53,145.53,0,0,649,0.0,0
1001028,37,152,1962,435.59,641.23,1,1,851,205.64000000000004,2
1001029,106,29,1230,281.3,287.12,0,1,393,5.819999999999993,1
1001030,126,32,1754,283.24,283.24,0,0,567,0.0,0
1001031,65,108,2322,365.69,427.8,0,1,325,62.110000000000014,1
1001032,131,67,1847,194.0,195.0,0,0,148,1.0,0
1001033,73,177,2581,639.23,639.23,0,0,163,0.0,0
1001034,24,59,1962,610.13,612.13,0,0,244,2.0,0
1001036,71,57,2290,270.63,271.63,0,0,406,1.0,0
1001038,44,29,2322,325.98,325.98,0,0,161,0.0,0
1001039,39,161,1558,435.59,640.23,0,1,136,204.64000000000004,1
1001040,56,81,1062,170.75,170.75,0,0,447,0.0,0
1001041,22,108,1993,146.53,146.53,0,0,931,0.0,0
1001042,34,10,1248,150.35,150.35,0,0,204,0.0,0
1001043,55,113,2539,107.73,106.73,0,0,41,-1.0,0
1001044,54,73,1727,402.55,403.55,0,0,94,1.0,0
1001046,142,43,1109,286.15,287.15,0,0,904,1.0,0
1001047,126,86,1971,322.04,323.04,0,0,865,1.0,0
1001048,105,94,2707,181.42,181.42,0,0,230,0.0,0
1001049,93,67,1311,170.78,168.78,0,0,459,-2.0,0
1001050,29,32,1878,282.33,282.33,0,0,54,0.0,0
1001052,94,104,1847,195.0,196.0,0,0,109,1.0,0
1001053,105,51,1754,317.19,317.19,0,0,838,0.0,0
1001054,127,92,2867,726.53,728.53,0,0,15,2.0,0
1001055,72,61,1230,324.01,325.01,0,0,96,1.0,0
1001056,122,139,1230,316.28,315.28,0,0,298,-1.0,0
1001058,5,139,2444,486.03,659.63,1,0,14,173.60000000000002,1
1001059,120,91,2631,155.26,155.26,0,0,14,0.0,0
1001060,65,91,1993,146.5,147.5,0,0,81,1.0,0
1001061,64,11,2664,277.42,321.13,0,0,755,43.70999999999998,0
1001063,124,23,2631,99.0,151.35,0,0,67,52.349999999999994,0
1001064,113,32,1778,161.02,161.02,0,0,135,0.0,0
1001065,124,39,1230,318.16,319.16,0,0,80,1.0,0
1001066,79,50,1558,463.69,639.23,1,0,69,175.54000000000002,1
1001068,124,89,2867,687.73,688.73,0,0,15,1.0,0
1001069,108,14,2581,486.03,679.03,0,1,433,193.0,1
1001070,50,113,1248,96.09,155.26,0,0,40,59.16999999999999,0
1001072,100,23,2126,534.53,532.53,0,0,40,-2.0,0
1001073,75,177,2704,242.5,292.03,0,0,96,49.52999999999997,0
1001074,29,145,2539,120.28,122.28,0,0,406,2.0,0
1001075,116,42,1993,98.03,97.03,0,0,270,-1.0,0
1001076,64,61,1230,322.1,321.1,0,0,109,-1.0,0
1001077,130,27,1543,469.51,470.51,0,0,123,1.0,0
1001079,36,55,2760,243.53,243.53,0,0,15,0.0,0
1001080,131,83,2760,260.93,260.93,0,0,107,0.0,0
1001081,108,152,1727,403.55,403.55,0,0,229,0.0,0
1001082,25,177,1727,247.38,427.83,1,1,1431,180.45,2
1001083,80,67,2581,678.03,678.03,0,0,188,0.0,0
1001084,94,149,2760,243.53,242.53,0,0,55,-1.0,0
1001085,16,50,2581,640.23,639.23,0,0,80,-1.0,0
1001086,144,157,2760,184.36,261.93,0,0,96,77.57,0
1001087,129,36,2494,195.0,243.5,0,1,121,48.5,1
1001088,33,80,1230,337.62,372.54,1,0,177,34.920000000000016,1
1001089,114,61,2104,588.79,590.79,0,0,82,2.0,0
1001090,79,143,2444,514.13,629.53,0,0,53,115.39999999999998,0
1001091,76,174,2539,144.56,143.56,0,0,742,-1.0,0
1001092,52,143,2492,446.23,445.23,0,0,135,-1.0,0
1001093,129,109,1198,169.75,171.75,0,0,107,2.0,0
1001094,66,64,2826,329.86,328.86,0,0,162,-1.0,0
1001096,34,34,2640,280.33,280.33,0,0,285,0.0,0
1001097,38,67,1543,486.03,484.03,0,0,67,-2.0,0
1001098,58,57,2539,119.34,120.34,0,0,123,1.0,0
1001099,58,77,2290,242.53,242.53,0,0,485,0.0,0
1001100,126,11,1778,181.45,179.45,0,0,850,-2.0,0
1001102,59,27,2760,214.43,242.53,0,0,258,28.099999999999994,0
1001103,90,58,2290,195.03,245.41,1,0,1554,50.379999999999995,1
1001104,28,99,1248,154.26,253.23,0,0,54,98.97,0
1001105,89,32,1778,163.02,180.45,0,0,135,17.42999999999998,0
1001107,121,13,1878,291.03,290.03,0,0,189,-1.0,0
1001109,55,67,2490,253.2,254.2,0,0,352,1.0,0
1001110,27,132,1109,306.58,305.58,0,0,878,-1.0,0
1001111,144,39,2492,445.23,445.23,0,0,55,0.0,0
1001112,79,57,1543,514.13,515.13,0,0,28,1.0,0
1001113,109,89,2444,669.33,669.33,0,1,53,0.0,1
1001114,131,94,2704,262.93,319.13,0,0,27,56.19999999999999,0
1001115,20,76,1727,445.23,446.23,0,0,270,1.0,0
1001116,30,101,1885,122.28,121.28,0,0,541,-1.0,0
1001117,52,132,1248,153.26,155.26,0,0,55,2.0,0
1001118,124,143,2290,266.75,268.75,0,0,932,2.0,0
1001119,83,109,1445,668.33,668.33,0,0,40,0.0,0
1001120,125,74,1062,185.33,185.33,0,0,134,0.0,0
1001121,11,29,2704,242.53,282.33,0,1,109,39.79999999999998,1
1001122,45,108,2322,412.25,413.25,0,0,95,1.0,0
1001123,65,146,2490,194.03,244.5,1,1,945,50.47,2
1001124,28,68,2867,616.92,618.92,0,0,41,2.0,0
1001126,99,89,2490,280.36,281.36,0,0,149,1.0,0
1001127,133,153,2492,286.21,389.03,0,1,123,102.82,1
1001128,66,76,2581,680.03,678.03,0,0,68,-2.0,0
1001129,57,51,2490,253.2,253.2,0,0,553,0.0,0
1001130,44,106,1971,290.06,291.06,0,0,310,1.0,0
1001131,10,162,1754,281.33,280.33,0,0,420,-1.0,0
1001132,48,106,2704,292.03,292.03,0,0,135,0.0,0
1001133,131,106,2581,484.03,659.63,1,0,188,175.60000000000002,1
1001134,128,108,1993,151.35,144.56,0,1,728,-6.789999999999992,1
1001135,81,72,1207,375.39,465.63,0,0,41,90.24000000000001,0
1001136,7,11,1525,290.03,291.03,0,0,393,1.0,0
1001137,125,32,2492,446.23,447.23,0,0,42,1.0,0
1001138,72,174,2139,290.03,291.03,0,0,41,1.0,0
1001139,134,57,1543,484.09,484.09,0,0,42,0.0,0
1001140,68,149,2444,630.53,709.13,0,0,41,78.60000000000002,0
1001141,115,39,2640,282.33,282.33,0,0,82,0.0,0
1001142,87,42,1062,176.57,175.57,0,0,284,-1.0,0
1001143,54,75,2581,641.23,640.23,0,0,271,-1.0,0
1001144,6,75,1971,290.03,291.03,0,0,176,1.0,0
1001145,43,11,2126,534.53,532.53,0,0,135,-2.0,0
1001146,84,77,2569,310.43,311.43,0,0,378,1.0,0
1001147,60,50,1230,316.25,316.25,0,0,149,0.0,0
1001149,22,59,2867,618.86,620.86,0,0,68,2.0,0
1001151,139,58,2760,261.93,261.93,0,0,40,0.0,0
1001152,105,94,1885,117.37,118.34,0,1,458,0.9699999999999989,1
1001153,84,55,1571,581.03,583.03,0,0,13,2.0,0
1001154,40,109,1230,475.33,476.33,0,0,55,1.0,0
1001155,140,50,1109,282.3,282.3,0,0,433,0.0,0
1001156,115,43,2139,307.49,308.49,0,0,122,1.0,0
1001157,83,124,1248,151.32,151.32,0,0,122,0.0,0
1001158,22,42,1543,503.43,503.43,0,0,13,0.0,0
1001159,105,106,2444,708.13,709.13,0,0,27,1.0,0
1001160,104,52,1558,680.03,680.03,0,0,135,0.0,0
1001161,128,143,2640,282.33,280.33,0,0,204,-2.0,0
1001162,82,66,1770,486.03,486.03,0,0,42,0.0,0
1001163,87,109,1885,142.62,144.53,0,1,810,1.9099999999999966,1
1001164,41,13,2139,293.0,291.0,0,0,150,-2.0,0
1001165,10,93,1247,486.03,484.03,0,0,14,-2.0,0
1001166,53,124,1558,678.03,679.03,0,0,176,1.0,0
1001167,8,14,1962,612.13,612.13,0,0,41,0.0,0
1001168,27,88,2581,484.03,641.23,1,0,298,157.20000000000005,1
1001169,143,53,1247,445.23,445.23,0,0,13,0.0,0
1001170,113,13,1571,581.03,581.03,0,0,161,0.0,0
1001172,84,101,2494,214.43,212.43,0,0,122,-2.0,0
1001173,4,161,2631,119.31,239.62,0,0,81,120.31,0
1001174,50,146,1109,290.06,291.06,0,0,811,1.0,0
1001175,18,61,1216,417.13,418.13,0,0,15,1.0,0
1001176,122,10,1754,272.6,272.6,0,0,622,0.0,0
1001177,141,26,1543,483.09,483.09,0,0,107,0.0,0
1001178,110,124,2444,668.33,668.33,0,0,27,0.0,0
1001179,8,86,1445,669.33,669.33,0,0,13,0.0,0
1001181,30,52,2139,289.09,290.09,0,0,121,1.0,0
1001182,131,58,1778,176.6,175.6,0,0,204,-1.0,0
1001183,76,17,2664,320.13,320.13,0,0,216,0.0,0
1001184,3,58,2867,659.63,659.63,0,0,27,0.0,0
1001185,113,91,2664,303.64,304.64,0,0,364,1.0,0
1001186,112,41,1062,183.33,183.33,0,0,55,0.0,0
1001187,6,43,1311,160.05,162.05,0,0,838,2.0,0
1001188,75,17,1878,290.03,292.03,0,0,55,2.0,0
1001191,61,153,1754,291.06,289.06,0,0,594,-2.0,0
1001192,137,39,1885,115.43,115.43,0,0,188,0.0,0
1001193,139,65,2640,321.13,320.13,0,0,474,-1.0,0
1001194,133,91,1778,163.99,193.03,0,0,136,29.039999999999992,0
1001195,51,89,2707,192.12,222.13,0,0,269,30.00999999999999,0
1001196,19,73,2304,387.03,505.43,0,0,41,118.40000000000003,0
1001198,22,77,2760,232.83,233.83,0,0,94,1.0,0
1001199,123,157,2126,427.8,511.25,0,1,41,83.44999999999999,1
1001200,130,24,1445,726.53,727.53,0,0,55,1.0,0
1001201,117,108,2569,302.7,302.7,0,0,364,0.0,0
1001202,131,29,2826,326.92,326.92,0,0,258,0.0,0
1001203,38,42,2304,465.63,465.63,0,0,26,0.0,0
1001204,126,108,1971,324.04,322.04,0,0,392,-2.0,0
1001205,76,59,1885,146.53,144.53,0,0,1256,-2.0,0
1001206,109,61,2569,309.43,310.43,0,0,568,1.0,0
1001207,61,99,2322,448.14,449.14,0,0,82,1.0,0
1001208,9,113,1971,290.03,292.03,0,0,269,2.0,0
1001209,69,75,2826,245.44,327.86,0,0,486,82.42000000000002,0
1001210,39,13,1803,168.78,168.78,0,0,973,0.0,0
1001211,1,106,2322,317.19,383.15,0,1,528,65.95999999999998,1
1001212,22,34,2306,338.53,339.53,0,0,81,1.0,0
1001213,99,36,1311,128.04,168.84,0,0,339,40.80000000000001,0
1001214,142,32,1993,117.4,116.4,0,0,419,-1.0,0
1001215,131,93,1754,291.03,291.03,0,0,621,0.0,0
1001216,3,106,1754,280.33,280.33,0,0,377,0.0,0
1001217,71,76,2569,291.0,291.0,0,0,108,0.0,0
1001219,6,66,2492,447.23,447.23,0,0,15,0.0,0
1001220,39,75,2490,244.5,242.5,0,0,283,-2.0,0
1001221,123,129,1571,582.03,583.03,0,0,55,1.0,0
1001222,144,139,1971,290.06,291.06,0,0,175,1.0,0
1001223,71,17,2322,446.23,446.23,0,0,69,0.0,0
1001224,92,52,2290,302.64,298.79,0,1,1527,-3.849999999999966,1
1001225,105,80,1062,163.99,163.99,0,0,690,0.0,0
1001228,119,65,1971,290.06,290.06,0,0,647,0.0,0
1001229,88,66,2664,311.43,310.43,0,0,285,-1.0,0
1001230,92,174,1962,436.53,680.03,1,0,1215,243.5,1
1001231,123,89,1230,515.13,513.13,0,0,41,-2.0,0
1001232,27,13,2490,252.2,254.2,0,0,593,2.0,0
1001233,140,41,1962,548.08,641.23,0,0,243,93.14999999999998,0
1001234,104,129,2139,285.21,284.21,0,0,15,-1.0,0
1001236,16,113,1885,120.28,120.28,0,0,189,0.0,0
1001237,74,39,1727,402.55,402.55,0,0,419,0.0,0
1001238,64,146,2867,631.53,629.53,0,0,108,-2.0,0
1001239,99,68,1878,280.33,280.33,0,0,325,0.0,0
1001240,37,17,1109,292.97,291.97,0,0,635,-1.0,0
1001241,126,73,2490,195.94,254.14,0,1,418,58.19999999999999,1
1001242,120,75,2581,652.84,652.84,0,0,204,0.0,0
1001243,93,101,1248,153.26,154.26,0,0,15,1.0,0
1001244,145,50,1525,319.13,290.03,0,1,162,-29.100000000000023,1
1001245,95,67,2704,290.03,290.03,0,0,270,0.0,0
1001247,91,39,1778,163.99,184.33,0,0,109,20.340000000000003,0
1001248,52,143,1216,417.13,416.13,0,0,15,-1.0,0
1001249,142,110,1543,483.09,483.09,0,0,42,0.0,0
1001250,100,126,1109,295.91,294.91,0,0,271,-1.0,0
1001251,60,162,1062,162.99,162.99,0,0,162,0.0,0
1001252,114,24,1778,159.08,184.36,1,0,635,25.28,1
1001253,76,59,1803,202.73,203.73,0,0,148,1.0,0
1001254,48,20,2444,620.86,620.86,0,0,80,0.0,0
1001255,119,80,2569,303.64,304.64,0,0,528,1.0,0
1001256,96,32,2492,291.0,446.23,0,1,108,155.23000000000002,1
1001257,123,59,2304,468.51,469.51,0,0,67,1.0,0
1001258,33,89,1993,122.28,120.28,0,0,594,-2.0,0
1001259,82,162,1207,320.1,321.1,0,0,121,1.0,0
1001260,112,145,1109,275.54,320.13,0,0,242,44.589999999999975,0
1001261,108,36,1216,340.5,389.03,0,0,41,48.52999999999997,0
1001262,27,74,2322,323.01,325.01,0,0,109,2.0,0
1001263,89,53,1571,583.03,583.03,0,0,55,0.0,0
1001264,102,10,1311,172.66,174.66,0,0,972,2.0,0
1001265,36,17,2304,485.03,485.03,0,0,28,0.0,0
1001267,114,43,2126,435.53,532.53,0,1,149,97.0,1
1001268,95,109,2826,248.35,320.13,0,0,932,71.78,0
1001269,129,61,2704,321.13,320.13,0,0,94,-1.0,0
1001270,76,104,2640,290.03,291.03,0,0,80,1.0,0
1001271,113,74,1754,237.68,288.09,0,1,325,50.40999999999997,1
1001272,144,132,1062,189.18,190.18,0,0,593,1.0,0
1001273,17,68,2867,659.63,659.63,0,0,41,0.0,0
1001274,111,124,1885,150.35,146.47,0,1,458,-3.8799999999999955,1
1001275,113,157,2826,310.43,309.43,0,0,203,-1.0,0
1001276,16,26,2306,307.52,308.52,0,0,40,1.0,0
1001277,16,43,2322,318.19,385.12,0,1,662,66.93,1
1001278,129,10,1438,194.0,195.0,0,0,81,1.0,0
1001279,107,129,2304,474.39,472.39,0,0,26,-2.0,0
1001280,20,42,1962,486.03,641.23,1,0,162,155.20000000000005,1
1001281,35,55,2664,332.71,333.71,0,0,107,1.0,0
1001282,93,99,2956,581.03,583.03,0,0,53,2.0,0
1001283,8,65,2306,242.5,339.53,1,0,81,97.02999999999997,1
1001284,124,61,1230,324.98,325.98,0,0,136,1.0,0
1001286,75,153,2490,252.2,252.2,0,0,528,0.0,0
1001287,143,52,1525,321.13,321.13,0,0,458,0.0,0
1001288,66,11,2581,678.03,680.03,0,0,82,2.0,0
1001289,14,36,2581,622.8,622.8,0,0,149,0.0,0
1001290,80,68,1993,119.31,119.31,0,0,337,0.0,0
1001291,102,13,2444,612.13,611.13,0,0,163,-1.0,0
1001292,88,94,2290,233.8,233.8,0,0,514,0.0,0
1001294,110,34,2104,582.03,581.03,0,0,134,-1.0,0
1001295,141,74,2104,582.03,581.03,0,0,14,-1.0,0
1001296,143,14,1878,321.13,319.13,0,0,40,-2.0,0
1001297,20,145,2492,446.23,446.23,0,0,41,0.0,0
1001299,25,145,2760,175.63,222.13,0,0,68,46.5,0
1001300,97,132,1847,195.0,196.0,0,0,68,1.0,0
1001301,74,162,1754,291.03,291.03,1,0,810,0.0,1
1001302,72,32,1993,119.31,119.31,0,0,190,0.0,0
1001303,93,132,1445,669.33,669.33,0,0,42,0.0,0
1001304,9,146,2631,260.93,259.99,0,1,13,-0.9399999999999977,1
1001305,115,61,2444,707.13,709.13,0,0,14,2.0,0
1001306,74,52,2704,244.5,291.03,1,0,419,46.52999999999997,1
1001307,84,34,1778,177.51,177.51,0,0,40,0.0,0
1001308,51,102,1445,510.28,630.53,0,0,15,120.25,0
1001309,133,80,2104,582.03,583.03,0,0,41,1.0,0
1001310,121,108,1230,323.01,384.15,1,0,243,61.139999999999986,1
1001311,132,109,1062,162.02,193.09,0,1,555,31.069999999999993,1
1001312,20,92,1878,242.53,243.53,0,0,15,1.0,0
1001313,39,32,1525,290.03,291.03,0,0,82,1.0,0
1001314,81,106,2322,321.1,383.15,0,1,567,62.049999999999955,1
1001315,1,61,1216,388.03,466.63,0,1,95,78.60000000000002,1
1001316,136,29,1727,324.95,423.95,1,1,661,99.0,2
1001317,98,143,1778,160.08,161.08,0,0,82,1.0,0
1001318,16,149,1230,321.13,319.13,0,0,188,-2.0,0
1001319,114,101,2760,243.53,243.53,0,0,27,0.0,0
1001320,120,174,1778,192.09,193.09,0,0,513,1.0,0
1001321,122,64,2322,314.34,291.03,0,1,188,-23.310000000000002,1
1001322,50,86,1885,121.25,143.56,0,0,541,22.310000000000002,0
1001323,109,157,2826,259.99,310.43,0,1,447,50.44,1
1001324,37,26,1971,311.43,309.43,0,0,163,-2.0,0
1001325,6,58,1216,417.13,417.13,0,0,40,0.0,0
1001326,133,27,2640,321.13,321.13,0,0,108,0.0,0
1001327,56,101,1062,185.33,183.33,0,0,379,-2.0,0
1001328,26,74,1902,485.03,484.03,0,0,15,-1.0,0
1001329,130,50,2306,337.62,337.62,0,0,26,0.0,0
1001330,118,64,2707,179.48,231.86,0,0,323,52.380000000000024,0
1001331,64,14,1438,241.53,241.53,0,0,13,0.0,0
1001332,61,10,1062,161.05,183.39,0,0,1270,22.339999999999975,0
1001333,121,50,1993,119.31,120.31,0,0,393,1.0,0
1001334,115,99,1207,349.26,495.73,0,0,149,146.47000000000003,0
1001335,91,137,2826,303.64,302.64,0,0,622,-1.0,0
1001336,3,153,2707,196.0,196.0,0,0,485,0.0,0
1001337,87,113,2631,96.03,150.41,0,0,122,54.379999999999995,0
1001338,8,146,2581,608.19,608.19,0,0,123,0.0,0
1001339,110,11,2760,241.53,242.53,0,0,107,1.0,0
1001340,94,51,1993,144.59,142.59,0,0,620,-2.0,0
1001341,120,143,1525,290.03,290.03,0,0,69,0.0,0
1001342,137,74,1230,368.63,369.63,0,0,96,1.0,0
1001343,42,72,2581,679.03,679.03,0,0,82,0.0,0
1001344,78,177,2760,196.0,195.0,0,0,54,-1.0,0
1001345,136,27,1558,549.08,641.23,1,1,283,92.14999999999998,2
1001346,116,113,1558,463.69,641.23,1,1,312,177.54000000000002,2
1001347,81,30,2826,321.13,321.13,0,0,366,0.0,0
1001348,55,106,1216,514.13,515.13,0,0,26,1.0,0
1001349,84,72,1438,213.43,212.43,0,0,42,-1.0,0
1001351,16,93,2826,279.36,281.36,0,0,297,2.0,0
1001352,109,34,2304,472.39,473.39,0,0,26,1.0,0
1001353,10,77,2304,481.12,483.12,0,0,42,2.0,0
1001354,49,77,1727,402.55,403.55,0,0,107,1.0,0
1001355,39,153,1754,295.91,295.91,0,0,554,0.0,0
1001356,5,137,1230,395.82,377.39,0,1,188,-18.430000000000007,1
1001357,133,24,1571,581.03,582.03,0,0,175,1.0,0
1001358,105,55,2826,334.71,334.71,0,0,204,0.0,0
1001359,46,65,2322,307.52,307.52,0,0,350,0.0,0
1001360,20,162,2492,447.23,445.23,0,0,123,-2.0,0
1001361,81,124,2139,308.49,309.49,0,0,14,1.0,0
1001362,72,108,2539,145.53,145.53,0,0,553,0.0,0
1001363,68,80,1216,408.43,408.43,0,0,15,0.0,0
1001364,97,113,2490,242.5,243.5,0,0,460,1.0,0
1001365,92,152,1754,292.03,292.03,0,0,378,0.0,0
1001366,49,113,1230,286.21,315.31,1,1,555,29.100000000000023,2
1001367,126,10,2577,291.03,292.03,0,0,256,1.0,0
1001368,25,104,1247,446.23,446.23,0,0,13,0.0,0
1001369,87,80,1878,194.03,290.03,1,1,203,95.99999999999997,2
1001370,93,108,2577,290.03,291.03,0,0,190,1.0,0
1001371,45,106,2664,326.89,328.89,0,0,499,2.0,0
1001372,50,157,2581,639.23,641.23,0,0,229,2.0,0
1001373,60,10,1754,236.74,309.43,1,1,2416,72.69,2
1001375,85,42,1543,389.03,514.13,0,0,28,125.10000000000002,0
1001376,114,102,2569,311.43,311.43,0,0,474,0.0,0
1001377,144,186,1109,294.91,295.91,0,0,270,1.0,0
1001378,35,152,2631,149.41,261.93,0,1,134,112.52000000000001,1
1001379,47,29,2492,290.03,446.23,0,1,81,156.20000000000005,1
1001380,127,73,1062,179.48,180.48,0,0,257,1.0,0
1001381,93,143,2304,515.13,514.13,0,0,67,-1.0,0
1001382,107,83,2867,485.03,709.13,1,1,135,224.10000000000002,2
1001384,120,13,1558,697.43,698.43,0,0,41,1.0,0
1001385,106,74,2631,154.26,155.26,0,0,67,1.0,0
1001386,115,106,2956,581.03,583.03,0,0,28,2.0,0
1001387,65,26,2640,280.33,280.33,0,0,81,0.0,0
1001388,28,57,1558,641.23,641.23,0,0,27,0.0,0
1001389,12,102,2126,486.03,485.03,1,1,68,-1.0,2
1001390,74,59,1878,292.03,292.03,0,0,82,0.0,0
1001391,109,137,1525,261.93,262.93,0,0,890,1.0,0
1001392,112,51,2322,320.13,483.09,0,1,744,162.95999999999998,1
1001393,135,20,1525,319.13,321.13,0,0,109,2.0,0
1001394,88,104,2139,308.49,309.49,0,0,40,1.0,0
1001395,28,137,1438,243.5,243.5,0,1,54,0.0,1
1001396,138,26,1062,177.54,178.54,0,0,350,1.0,0
1001397,35,58,1971,309.43,311.43,0,0,257,2.0,0
1001398,119,36,1247,445.23,446.23,0,0,28,1.0,0
1001399,26,113,2126,484.03,552.93,0,0,13,68.89999999999998,0
1001400,7,152,2704,280.33,280.33,0,0,121,0.0,0
1001401,90,77,2490,195.0,243.5,1,1,580,48.5,2
1001402,117,161,1971,287.15,286.15,0,0,149,-1.0,0
1001403,86,83,2290,231.86,260.93,0,0,999,29.069999999999993,0
1001404,87,20,1993,143.62,143.62,0,0,446,0.0,0
1001405,29,108,2492,305.58,388.03,1,0,96,82.44999999999999,1
1001406,79,27,2569,335.65,335.65,0,0,176,0.0,0
1001407,124,10,2664,302.64,302.64,0,0,944,0.0,0
1001408,52,174,2826,320.16,319.16,0,0,770,-1.0,0
1001409,31,146,2306,340.53,339.53,0,0,26,-1.0,0
1001410,138,102,1727,446.23,446.23,0,0,108,0.0,0
1001413,64,29,2664,327.89,328.89,0,0,310,1.0,0
1001414,105,152,2704,260.93,262.93,0,0,202,2.0,0
1001415,125,110,1558,511.19,658.63,0,0,81,147.44,0
1001416,100,11,2444,435.53,668.33,0,0,445,232.80000000000007,0
1001417,129,74,2704,321.13,320.13,0,1,27,-1.0,1
1001418,90,86,2494,212.43,212.43,0,0,53,0.0,0
1001419,72,11,2490,254.2,253.2,0,0,635,-1.0,0
1001421,33,146,1754,242.5,242.5,0,0,944,0.0,0
1001423,2,75,1993,96.06,119.31,1,0,365,23.25,1
1001424,77,132,1109,271.66,270.66,0,0,419,-1.0,0
