Order_ID,Date,Food_Item,Quantity_Sold,Price,Weather,Weekend,Festival,Customer_Count,Inventory_Level
2576,2023-09-22,Tea,4,223.48,Hot,0,1,276,344
2577,2023-07-21,Pizza,1,369.98,Sunny,1,0,159,120
2578,2024-10-22,Ice Cream,10,343.15,Sunny,1,0,298,65
2579,2023-10-23,Cake,5,282.43,Cloudy,0,0,26,498
2580,2023-05-01,Ice Cream,4,284.06,Sunny,0,0,151,153
2581,2024-06-23,Burger,11,160.74,Rainy,1,1,98,113
2582,2023-07-18,Pizza,4,214.58,Sunny,1,1,28,376
2583,2024-02-13,Pizza,12,229.76,Cloudy,1,0,74,337
2584,2024-03-23,Ice Cream,19,298.65,Cloudy,0,1,35,81
2585,2024-02-25,Noodles,18,403.35,Hot,0,1,109,342
2586,2023-02-24,Cake,5,175.66,Rainy,1,0,190,310
2587,2023-05-10,Ice Cream,2,68.17,Sunny,1,1,74,95
2588,2023-05-23,Cake,19,135.81,Sunny,1,1,283,105
2589,2024-04-23,Salad,3,441.77,Hot,1,0,211,218
2590,2024-11-25,Tea,14,408.32,Hot,1,0,258,147
2591,2024-09-01,Pizza,11,337.23,Hot,1,1,102,366
2592,2024-03-27,Juice,12,332.14,Cloudy,0,0,102,204
2593,2024-08-05,Noodles,18,370.5,Rainy,1,0,268,206
2594,2024-03-06,Sandwich,12,432.43,Sunny,0,0,130,217
2595,2023-02-12,Sandwich,2,324.97,Cloudy,1,1,96,291
2596,2024-07-28,Tea,11,109.56,Cloudy,0,1,35,316
2597,2024-01-08,Wrap,15,369.36,Rainy,1,1,146,286
2598,2024-12-19,Pizza,12,234.48,Rainy,0,1,251,146
2599,2023-12-14,Sandwich,8,309.08,Hot,0,1,277,302
2600,2024-06-23,Pasta,14,368.36,Hot,1,0,155,85
2601,2024-06-27,Fried Rice,19,188.47,Sunny,1,1,213,393
2602,2023-08-26,Cake,16,342.09,Hot,1,1,133,402
2603,2024-12-14,Fried Rice,4,473.88,Rainy,0,0,48,456
2604,2024-11-25,Noodles,8,194.13,Rainy,1,0,210,247
2605,2023-07-07,Noodles,17,259.35,Cloudy,1,0,188,471
2606,2024-02-18,Tea,18,352.96,Hot,0,1,137,352
2607,2023-10-10,Coffee,8,202.15,Rainy,1,0,87,478
2608,2024-12-25,Wrap,17,254.14,Rainy,0,1,70,166
2609,2024-06-05,Wrap,7,362.94,Cloudy,0,1,239,125
2610,2023-12-15,Cake,10,65.82,Cloudy,0,0,152,336
2611,2024-10-14,Cake,12,401.07,Rainy,0,0,128,181
2612,2023-08-17,Tea,9,338.56,Hot,0,0,279,314
2613,2024-07-13,Coffee,14,184.38,Cloudy,1,0,290,197
2614,2024-04-02,Juice,12,473.99,Sunny,1,1,237,322
2615,2023-10-02,Noodles,11,89.59,Rainy,0,0,195,282
2616,2024-12-23,Biryani,8,57.08,Cloudy,0,0,64,274
2617,2024-01-13,Pasta,19,474.24,Sunny,1,1,171,83
2618,2024-05-22,Wrap,18,360.67,Cloudy,1,0,63,118
2619,2023-04-28,Burger,13,394.28,Cloudy,0,1,152,491
2620,2024-03-19,Pizza,15,152.82,Rainy,0,0,296,339
2621,2023-01-16,Pizza,10,215.93,Rainy,1,1,83,83
2622,2024-10-02,Fried Rice,12,252.99,Cloudy,1,1,216,122
2623,2023-10-18,Salad,16,187.12,Hot,1,0,149,457
2624,2023-03-01,Ice Cream,2,345.12,Cloudy,0,0,225,222
2625,2023-03-22,Noodles,7,223.72,Cloudy,0,1,51,383
2626,2024-03-30,Biryani,11,469.33,Hot,0,0,139,270
2627,2024-08-15,Cake,15,407.9,Sunny,0,1,77,436
2628,2024-08-04,Biryani,3,60.65,Hot,1,0,51,430
2629,2024-07-10,Juice,18,294.67,Sunny,1,1,84,420
2630,2023-08-16,Pizza,17,188.64,Rainy,0,1,214,306
2631,2024-08-08,Tacos,14,279.68,Sunny,0,0,245,474
2632,2023-03-02,Pizza,2,301.24,Rainy,0,0,268,87
2633,2023-06-18,Tacos,11,301.5,Rainy,1,1,244,116
2634,2023-08-20,Fried Rice,1,173.16,Rainy,0,1,166,341
2635,2023-11-26,Wrap,14,313.17,Sunny,0,1,236,449
2636,2024-12-08,Burger,18,121.51,Hot,1,0,274,62
2637,2024-05-07,Coffee,10,243.62,Rainy,0,1,74,268
2638,2024-04-19,Juice,9,439.65,Cloudy,0,0,124,308
2639,2024-09-12,Wrap,4,262.39,Rainy,1,1,71,417
2640,2023-11-20,Burger,17,76.58,Hot,0,0,118,406
2641,2023-11-17,Cake,2,148.67,Hot,1,0,41,135
2642,2023-04-05,Cake,10,382.84,Cloudy,0,0,71,317
2643,2024-08-08,Tea,18,228.66,Rainy,0,1,241,218
2644,2024-04-17,Salad,15,113.09,Sunny,1,1,22,421
2645,2023-09-23,Noodles,4,218.89,Sunny,1,0,156,186
2646,2023-12-16,Pizza,11,66.8,Sunny,1,0,196,290
2647,2024-07-06,Cake,7,438.54,Sunny,1,1,65,472
2648,2024-08-29,Cake,18,334.98,Rainy,0,1,114,425
2649,2024-07-15,Juice,7,285.65,Sunny,0,0,197,77
2650,2024-09-14,Biryani,10,156.94,Rainy,1,1,267,146
2651,2024-01-22,Pasta,11,281.78,Sunny,0,0,258,483
2652,2023-08-27,Ice Cream,2,360.19,Rainy,1,1,46,442
2653,2023-09-16,Burger,16,79.94,Sunny,1,1,34,166
2654,2023-08-25,Pasta,3,314.61,Rainy,1,0,52,341
2655,2024-09-17,Biryani,9,331.96,Cloudy,1,0,148,459
2656,2023-04-09,Noodles,6,289.13,Sunny,1,1,178,369
2657,2024-03-21,Noodles,5,342.13,Rainy,1,1,43,84
2658,2024-05-15,Tacos,18,186.2,Sunny,0,0,249,240
2659,2023-03-03,Fried Rice,4,260.66,Cloudy,0,0,46,446
2660,2024-10-29,Cake,2,474.35,Sunny,1,0,133,488
2661,2023-10-15,Pasta,6,74.27,Sunny,0,1,152,478
2662,2024-01-04,Tea,11,331.41,Hot,1,1,159,266
2663,2023-11-28,Sandwich,4,477.56,Cloudy,0,1,233,495
2664,2023-12-14,Noodles,5,168.07,Sunny,1,1,44,230
2665,2023-05-07,Burger,19,450.55,Sunny,0,1,226,92
2666,2023-12-13,Pasta,10,228.26,Rainy,1,0,217,101
2667,2024-10-20,Noodles,19,418.56,Sunny,1,1,65,195
2668,2023-08-16,Cake,18,186.22,Sunny,1,1,223,154
2669,2024-07-11,Biryani,18,250.25,Hot,1,1,213,144
2670,2023-11-25,Pasta,12,330.63,Rainy,1,1,106,53
2671,2023-12-31,Juice,17,437.35,Rainy,0,1,52,332
2672,2023-08-22,Biryani,9,325.24,Rainy,0,1,184,495
2673,2023-12-04,Sandwich,10,60.4,Hot,1,1,70,119
2674,2023-10-13,Pasta,16,331.58,Sunny,0,1,65,201
2675,2023-01-24,Juice,1,388.04,Cloudy,0,0,79,90
2676,2024-11-15,Noodles,16,390.86,Cloudy,1,1,164,403
2677,2023-08-11,Noodles,14,334.29,Cloudy,1,0,292,357
2678,2024-06-12,Pizza,13,63.8,Rainy,1,1,41,303
2679,2024-07-30,Juice,10,479.86,Cloudy,0,1,129,142
2680,2024-08-14,Fried Rice,17,208.14,Rainy,0,0,214,50
2681,2023-11-08,Tea,4,253.77,Sunny,0,0,183,469
2682,2023-05-28,Pizza,2,484.43,Hot,0,0,151,382
2683,2023-09-12,Juice,4,164.59,Hot,0,1,296,457
2684,2024-07-27,Noodles,9,479.3,Sunny,0,0,242,292
2685,2024-07-29,Tea,13,284.84,Rainy,1,1,58,478
2686,2024-03-19,Biryani,12,89.21,Hot,0,0,290,423
2687,2023-03-16,Pizza,6,218.54,Hot,0,0,51,288
2688,2023-12-01,Fried Rice,9,262.75,Hot,1,1,168,191
2689,2024-09-01,Tea,15,412.05,Rainy,0,0,298,463
2690,2024-05-08,Cake,19,211.82,Cloudy,0,0,98,54
2691,2023-06-18,Ice Cream,12,146.23,Sunny,1,1,196,373
2692,2023-04-13,Biryani,7,263.74,Sunny,0,1,52,208
2693,2024-10-08,Tacos,14,288.35,Sunny,1,0,265,433
2694,2023-02-04,Fried Rice,2,342.49,Sunny,0,1,179,322
2695,2023-04-18,Ice Cream,13,314.94,Rainy,0,0,53,147
2696,2023-04-08,Tea,3,78.73,Hot,0,0,160,103
2697,2024-04-23,Tea,6,96.59,Cloudy,0,1,258,146
2698,2024-03-04,Pasta,4,224.28,Cloudy,0,1,50,241
2699,2024-03-09,Coffee,18,73.66,Cloudy,0,0,136,138
2700,2023-02-22,Tea,9,483.21,Hot,0,1,34,343
2701,2023-01-12,Noodles,3,287.58,Rainy,0,0,253,343
2702,2023-05-01,Burger,18,168.13,Sunny,1,0,238,203
2703,2024-10-22,Pasta,17,85.68,Rainy,1,1,120,128
2704,2024-11-18,Fried Rice,4,169.51,Cloudy,1,1,123,135
2705,2023-07-26,Ice Cream,12,155.45,Hot,1,1,172,405
2706,2024-07-08,Juice,7,383.51,Hot,0,0,118,465
2707,2024-08-18,Juice,10,394.34,Hot,0,1,261,429
2708,2023-06-29,Sandwich,14,108.81,Rainy,0,1,255,143
2709,2024-03-19,Pasta,7,311.8,Sunny,1,0,117,125
2710,2023-11-28,Tea,1,248.97,Cloudy,0,1,235,131
2711,2024-08-29,Wrap,15,305.02,Sunny,0,1,24,324
2712,2024-06-02,Tacos,2,338.8,Rainy,0,0,169,168
2713,2023-03-06,Wrap,16,408.42,Rainy,0,1,259,318
2714,2024-03-12,Biryani,7,380.86,Cloudy,1,1,114,326
2715,2023-01-20,Fried Rice,10,418.71,Rainy,0,1,121,219
2716,2024-08-05,Tacos,8,332.0,Cloudy,1,1,22,189
2717,2023-02-26,Salad,5,116.87,Cloudy,0,1,136,347
2718,2024-09-06,Ice Cream,10,330.21,Cloudy,1,1,191,51
2719,2023-02-03,Salad,15,356.69,Cloudy,1,0,290,377
2720,2024-01-02,Biryani,8,70.47,Cloudy,0,1,24,462
2721,2023-05-20,Tacos,6,276.3,Hot,0,1,92,330
2722,2024-02-25,Fried Rice,7,392.04,Hot,1,1,131,359
2723,2023-04-26,Biryani,6,166.11,Cloudy,1,1,28,357
2724,2023-08-04,Fried Rice,7,387.83,Cloudy,1,1,242,316
2725,2023-07-30,Pizza,16,56.88,Hot,1,1,181,256
2726,2023-01-20,Juice,10,350.14,Rainy,1,0,279,229
2727,2024-08-23,Tacos,11,405.78,Cloudy,0,0,200,386
2728,2023-12-15,Fried Rice,12,369.89,Cloudy,0,1,87,408
2729,2024-12-13,Salad,19,465.53,Rainy,0,1,248,333
2730,2024-10-04,Wrap,10,254.76,Sunny,0,0,120,411
2731,2023-02-25,Sandwich,19,480.58,Cloudy,1,0,111,271
2732,2023-05-13,Coffee,15,451.7,Rainy,0,0,291,97
2733,2023-01-11,Burger,11,293.97,Cloudy,0,0,268,402
2734,2023-12-29,Salad,18,98.5,Rainy,0,1,63,59
2735,2023-03-26,Coffee,1,278.35,Rainy,0,1,261,65
2736,2023-05-05,Biryani,9,439.12,Sunny,0,0,247,404
2737,2023-09-25,Coffee,15,110.46,Cloudy,0,1,107,241
2738,2024-12-31,Cake,17,59.77,Sunny,1,0,156,162
2739,2023-05-14,Pizza,16,345.87,Cloudy,0,0,128,136
2740,2024-03-21,Juice,2,204.71,Hot,1,1,77,93
2741,2023-04-16,Biryani,12,73.71,Rainy,0,1,181,291
2742,2024-12-03,Pizza,18,104.85,Rainy,0,0,263,80
2743,2024-06-24,Salad,2,256.07,Rainy,1,1,36,115
2744,2024-10-27,Juice,10,196.41,Hot,1,0,32,470
2745,2023-03-01,Juice,17,173.05,Cloudy,0,0,226,141
2746,2024-08-28,Biryani,7,410.32,Cloudy,0,1,242,349
2747,2024-11-06,Tea,19,206.79,Sunny,0,1,142,431
2748,2024-08-23,Burger,8,465.62,Hot,0,1,65,165
2749,2024-03-12,Biryani,13,167.47,Sunny,0,1,184,395
2750,2024-01-13,Pasta,2,471.45,Hot,1,0,28,114
2751,2023-08-14,Tacos,19,430.51,Hot,0,1,140,485
2752,2024-09-19,Biryani,19,106.35,Sunny,1,1,67,95
2753,2024-04-18,Burger,19,214.17,Rainy,0,0,101,97
2754,2024-05-20,Wrap,12,231.7,Hot,1,0,146,380
2755,2024-10-23,Salad,13,382.71,Cloudy,0,0,73,174
2756,2024-09-08,Biryani,3,131.86,Hot,1,1,166,169
2757,2024-02-21,Salad,6,100.48,Hot,1,1,241,69
2758,2024-06-21,Coffee,6,146.84,Hot,0,1,87,420
2759,2024-11-24,Pizza,3,64.25,Rainy,1,0,144,187
2760,2023-04-19,Pizza,16,281.11,Hot,1,1,49,79
2761,2024-02-20,Noodles,9,173.9,Cloudy,1,1,253,348
2762,2024-08-01,Sandwich,13,170.62,Hot,0,0,67,189
2763,2023-07-20,Pasta,11,141.13,Rainy,1,0,113,102
2764,2023-02-14,Pasta,10,214.04,Cloudy,0,1,101,496
2765,2024-09-09,Noodles,17,128.81,Rainy,0,0,271,313
2766,2023-04-05,Tacos,3,477.44,Cloudy,0,0,227,72
2767,2024-06-08,Tea,12,71.62,Sunny,0,1,175,187
2768,2024-12-13,Tea,7,420.32,Cloudy,0,0,121,256
2769,2024-09-13,Pasta,3,356.6,Hot,1,1,184,375
2770,2023-11-09,Salad,8,491.42,Cloudy,1,0,269,422
2771,2023-06-23,Ice Cream,14,97.09,Rainy,1,0,286,446
2772,2023-04-08,Noodles,8,481.81,Cloudy,0,1,44,229
2773,2023-01-01,Tacos,16,195.06,Cloudy,1,1,272,90
2774,2023-09-06,Coffee,19,431.37,Hot,1,0,283,344
2775,2024-10-11,Coffee,17,381.26,Sunny,0,1,89,287
2776,2023-11-26,Tacos,8,296.65,Cloudy,1,0,56,467
2777,2024-06-22,Fried Rice,6,499.1,Cloudy,1,1,27,258
2778,2024-01-13,Tacos,7,224.48,Rainy,0,0,148,304
2779,2023-05-10,Fried Rice,11,378.4,Rainy,1,0,279,489
2780,2024-06-23,Pasta,13,325.65,Sunny,1,0,216,486
2781,2024-09-11,Burger,5,363.74,Cloudy,1,0,156,223
2782,2023-07-07,Ice Cream,3,318.34,Rainy,0,0,22,464
2783,2024-11-15,Biryani,6,305.32,Rainy,0,0,268,210
2784,2024-08-24,Coffee,11,163.46,Hot,0,1,80,337
2785,2023-03-11,Pizza,16,75.73,Rainy,1,1,187,302
2786,2023-02-22,Noodles,7,203.93,Cloudy,0,0,255,322
2787,2023-01-08,Salad,7,189.15,Sunny,0,0,201,319
2788,2023-06-17,Sandwich,3,271.2,Sunny,0,1,200,379
2789,2024-07-23,Cake,10,198.6,Hot,0,0,191,282
2790,2024-12-23,Fried Rice,3,450.73,Rainy,1,1,188,352
2791,2024-09-22,Salad,11,202.68,Rainy,0,0,178,67
2792,2024-09-28,Ice Cream,14,83.37,Hot,1,0,155,163
2793,2023-08-17,Juice,19,223.46,Cloudy,0,0,131,255
2794,2023-02-10,Biryani,19,184.33,Sunny,1,0,42,256
2795,2024-10-30,Wrap,4,88.23,Rainy,0,1,224,397
2796,2023-07-26,Biryani,3,374.61,Hot,0,1,112,382
2797,2024-11-13,Tea,13,439.25,Hot,1,1,244,285
2798,2024-10-08,Wrap,3,384.26,Cloudy,1,0,195,475
2799,2023-11-22,Coffee,10,238.61,Sunny,1,1,154,59
2800,2024-07-20,Pasta,9,305.21,Hot,1,1,29,493
2801,2024-08-16,Pizza,4,340.07,Hot,0,0,222,441
2802,2024-07-07,Juice,1,467.21,Rainy,0,1,139,69
2803,2023-03-08,Juice,1,413.29,Hot,0,1,95,278
2804,2024-10-05,Juice,13,447.61,Cloudy,0,0,119,435
2805,2023-06-06,Noodles,9,130.85,Sunny,1,1,111,173
2806,2024-06-22,Sandwich,7,231.18,Hot,0,0,168,188
2807,2024-08-28,Salad,10,179.49,Rainy,0,0,293,400
2808,2023-04-07,Ice Cream,18,130.11,Sunny,0,0,249,164
2809,2024-10-12,Burger,8,147.17,Cloudy,0,1,23,278
2810,2024-07-24,Sandwich,3,410.87,Hot,0,1,46,361
2811,2024-01-10,Pasta,18,83.88,Hot,1,0,40,208
2812,2023-02-17,Cake,1,150.6,Sunny,0,1,227,106
2813,2024-09-27,Sandwich,12,492.99,Cloudy,1,1,110,55
2814,2024-04-22,Sandwich,15,257.2,Hot,0,0,94,472
2815,2024-03-29,Sandwich,1,203.03,Rainy,0,0,70,441
2816,2023-02-08,Fried Rice,15,151.4,Cloudy,1,0,160,458
2817,2023-04-10,Cake,10,126.34,Rainy,1,0,123,425
2818,2023-08-01,Coffee,4,245.45,Hot,0,0,64,171
2819,2023-06-22,Ice Cream,16,89.34,Hot,1,1,141,209
2820,2024-06-02,Fried Rice,10,129.73,Hot,0,0,174,381
2821,2023-02-25,Pizza,9,233.7,Cloudy,0,0,47,75
2822,2024-06-26,Noodles,11,336.17,Hot,1,0,23,292
2823,2024-09-26,Wrap,5,466.14,Sunny,0,1,119,213
2824,2023-01-18,Biryani,2,463.62,Sunny,1,1,98,236
2825,2024-10-31,Ice Cream,15,291.09,Sunny,0,1,83,129
2826,2023-08-19,Pizza,10,198.25,Hot,1,1,274,251
2827,2023-04-12,Noodles,3,211.28,Sunny,1,1,281,86
2828,2023-05-23,Pizza,5,352.19,Hot,0,0,216,104
2829,2023-02-04,Ice Cream,10,369.0,Hot,0,0,109,189
2830,2023-01-24,Noodles,5,367.57,Rainy,0,0,213,115
2831,2024-03-29,Tacos,18,79.54,Sunny,1,0,212,85
2832,2024-02-05,Biryani,18,249.45,Cloudy,1,1,228,53
2833,2023-10-27,Burger,14,223.21,Hot,1,0,240,238
2834,2023-07-01,Ice Cream,3,82.31,Rainy,0,0,81,495
2835,2024-08-15,Pasta,1,406.43,Sunny,1,1,176,256
2836,2023-05-07,Fried Rice,4,136.72,Hot,1,0,290,390
2837,2023-05-29,Fried Rice,11,241.53,Hot,0,1,116,89
2838,2023-04-29,Cake,9,403.49,Rainy,0,1,251,316
2839,2024-04-03,Ice Cream,12,341.52,Sunny,0,1,67,265
2840,2023-05-12,Cake,15,316.88,Hot,1,1,77,267
2841,2024-02-17,Tacos,17,285.37,Sunny,1,0,69,354
2842,2024-04-19,Coffee,16,102.77,Hot,1,0,245,77
2843,2024-10-06,Ice Cream,4,282.57,Sunny,0,0,148,122
2844,2024-02-11,Tacos,2,329.25,Rainy,1,0,220,159
2845,2023-12-07,Salad,18,297.33,Sunny,0,0,237,156
2846,2023-01-05,Cake,5,53.75,Cloudy,0,0,288,85
2847,2024-10-16,Pizza,3,63.69,Cloudy,0,0,262,449
2848,2024-08-09,Fried Rice,3,309.07,Hot,1,0,277,93
2849,2023-12-14,Coffee,10,498.17,Rainy,0,1,239,330
2850,2024-02-22,Fried Rice,17,301.68,Sunny,1,0,238,374
2851,2023-11-23,Sandwich,3,355.49,Cloudy,1,0,114,251
2852,2024-12-18,Tea,10,351.91,Rainy,1,1,94,56
2853,2023-12-08,Wrap,12,221.74,Cloudy,0,0,46,354
2854,2023-12-06,Tea,14,405.38,Sunny,1,0,213,50
2855,2024-09-09,Coffee,5,301.79,Rainy,1,1,24,75
2856,2023-03-11,Tea,7,346.28,Cloudy,1,0,51,61
2857,2023-05-13,Ice Cream,11,82.32,Rainy,0,0,156,366
2858,2024-11-14,Burger,12,498.48,Rainy,0,0,296,365
2859,2024-01-19,Ice Cream,10,395.76,Rainy,1,1,267,164
2860,2023-03-27,Cake,13,207.07,Sunny,0,1,113,398
2861,2024-10-04,Noodles,11,286.88,Cloudy,1,0,157,92
2862,2023-06-27,Wrap,19,302.39,Hot,1,1,171,324
2863,2023-04-08,Biryani,11,55.84,Rainy,0,1,86,69
2864,2024-04-22,Coffee,19,205.24,Cloudy,1,0,56,220
2865,2024-04-25,Ice Cream,18,482.53,Cloudy,0,1,250,404
2866,2023-06-15,Pasta,10,90.95,Rainy,0,0,233,210
2867,2024-12-16,Biryani,16,266.82,Sunny,1,0,173,179
2868,2024-03-18,Sandwich,15,95.77,Cloudy,1,0,96,57
2869,2024-01-06,Tea,16,287.37,Rainy,0,1,211,283
2870,2023-06-20,Wrap,7,80.93,Hot,1,1,49,403
2871,2024-08-04,Pasta,17,182.63,Rainy,0,0,164,260
2872,2023-06-01,Tea,2,159.03,Rainy,0,0,91,142
2873,2023-08-17,Pasta,4,316.54,Rainy,1,0,286,98
2874,2023-11-13,Cake,4,167.25,Hot,0,0,88,349
2875,2023-10-27,Pasta,14,373.72,Rainy,1,1,63,80
2876,2023-03-14,Pizza,2,309.61,Hot,0,0,171,380
2877,2024-07-02,Juice,2,238.12,Rainy,1,0,287,146
2878,2024-03-17,Salad,15,148.75,Hot,0,1,298,409
2879,2023-04-20,Cake,2,105.77,Rainy,1,0,27,311
2880,2024-07-23,Fried Rice,15,103.17,Hot,1,0,70,319
2881,2023-09-26,Pasta,10,286.35,Hot,1,1,28,373
2882,2023-02-07,Biryani,3,156.43,Sunny,1,0,97,329
2883,2024-06-07,Coffee,16,239.54,Rainy,0,1,87,261
2884,2023-03-14,Biryani,1,140.84,Rainy,1,1,284,330
2885,2024-05-23,Cake,17,372.0,Cloudy,0,0,292,432
2886,2023-01-25,Noodles,10,265.74,Sunny,0,1,22,183
2887,2024-03-01,Pizza,2,199.28,Hot,1,1,222,129
2888,2023-03-12,Wrap,11,448.24,Hot,0,1,189,126
2889,2023-09-19,Fried Rice,17,152.81,Rainy,1,1,82,81
2890,2024-02-10,Salad,8,272.99,Cloudy,0,1,170,209
2891,2024-11-14,Pasta,18,399.55,Rainy,1,1,110,435
2892,2024-01-01,Pizza,4,383.95,Cloudy,1,1,56,414
2893,2024-11-21,Wrap,8,462.11,Rainy,0,1,22,103
2894,2024-09-16,Juice,6,122.1,Rainy,0,1,148,495
2895,2024-09-21,Sandwich,4,182.08,Rainy,1,1,216,450
2896,2024-06-06,Noodles,1,176.33,Cloudy,0,0,96,211
2897,2024-07-25,Coffee,15,470.96,Sunny,0,1,256,135
2898,2023-07-08,Tacos,8,251.86,Hot,0,0,60,407
2899,2024-11-28,Tacos,1,386.5,Hot,0,0,179,166
2900,2024-06-22,Noodles,18,277.37,Sunny,1,1,53,168
2901,2024-10-04,Salad,6,387.53,Cloudy,1,0,53,205
2902,2024-03-31,Coffee,11,193.62,Sunny,1,0,28,83
2903,2023-04-04,Biryani,2,391.81,Cloudy,1,1,123,156
2904,2024-02-02,Coffee,10,467.52,Hot,0,1,267,463
2905,2024-07-12,Coffee,14,395.5,Sunny,0,1,150,312
2906,2023-04-05,Tea,6,299.8,Rainy,1,0,212,308
2907,2023-06-03,Pizza,4,55.97,Sunny,0,1,102,248
2908,2024-12-15,Tacos,18,150.31,Sunny,0,1,241,355
2909,2023-12-23,Burger,4,220.9,Sunny,1,1,116,430
2910,2024-04-18,Wrap,2,294.06,Cloudy,0,1,223,498
2911,2024-10-04,Biryani,3,114.03,Cloudy,0,1,196,58
2912,2023-08-16,Sandwich,12,437.79,Sunny,1,1,104,482
2913,2023-02-17,Salad,10,217.67,Hot,0,1,140,202
2914,2023-10-08,Tacos,19,391.01,Cloudy,0,0,176,309
2915,2023-02-18,Burger,4,467.14,Hot,0,1,118,441
2916,2024-03-19,Ice Cream,9,354.7,Cloudy,1,1,115,212
2917,2024-03-13,Fried Rice,11,175.33,Sunny,0,0,35,161
2918,2023-10-04,Tacos,7,68.99,Hot,0,1,68,131
2919,2023-04-24,Tacos,12,159.66,Hot,1,0,278,449
2920,2023-10-10,Juice,16,354.94,Sunny,0,0,180,286
2921,2024-06-26,Burger,4,223.58,Rainy,0,1,240,95
2922,2023-01-13,Tea,11,155.39,Sunny,1,1,270,470
2923,2023-11-06,Burger,18,485.28,Rainy,0,1,81,380
2924,2024-08-13,Tacos,6,441.53,Sunny,0,0,151,212
2925,2023-08-08,Pizza,2,381.27,Rainy,0,1,35,357
2926,2023-04-24,Noodles,6,298.86,Cloudy,0,1,213,465
2927,2024-09-23,Tea,18,117.13,Hot,1,0,222,202
2928,2023-09-07,Coffee,11,484.78,Sunny,0,1,205,477
2929,2023-02-09,Ice Cream,11,404.77,Cloudy,1,0,69,388
2930,2023-10-12,Sandwich,2,168.99,Sunny,0,0,233,474
2931,2023-10-31,Tacos,11,480.65,Rainy,1,1,284,224
2932,2024-01-15,Juice,14,71.63,Sunny,1,0,233,259
2933,2023-04-17,Juice,16,401.83,Rainy,1,0,189,420
2934,2024-06-09,Burger,18,58.35,Cloudy,1,0,281,403
2935,2023-07-11,Tacos,3,264.23,Rainy,0,0,94,462
2936,2024-04-27,Cake,3,271.14,Cloudy,0,1,51,145
2937,2024-10-25,Pasta,7,207.48,Sunny,0,0,219,184
2938,2024-11-14,Coffee,10,289.67,Hot,1,1,271,69
2939,2024-10-04,Fried Rice,19,491.98,Hot,0,1,260,323
2940,2023-03-30,Coffee,6,241.92,Sunny,0,1,166,480
2941,2024-06-30,Salad,9,345.79,Sunny,1,0,234,58
2942,2024-08-01,Pizza,7,264.62,Hot,1,0,267,164
2943,2023-03-24,Salad,7,310.77,Cloudy,0,1,263,210
2944,2023-11-07,Noodles,19,352.49,Hot,1,0,272,420
2945,2024-03-31,Burger,9,356.93,Sunny,0,1,264,239
2946,2024-01-15,Salad,19,142.28,Cloudy,1,1,269,280
2947,2023-04-18,Tacos,4,436.35,Cloudy,0,1,160,390
2948,2023-07-07,Juice,15,403.48,Cloudy,1,1,200,110
2949,2024-02-07,Coffee,16,346.31,Sunny,0,1,38,476
2950,2023-03-18,Tea,1,64.23,Cloudy,0,0,65,204
2951,2023-09-05,Biryani,5,400.02,Sunny,0,1,206,124
2952,2023-09-21,Salad,4,168.27,Rainy,0,0,267,192
2953,2023-01-01,Coffee,1,474.52,Sunny,1,0,292,169
2954,2024-06-23,Wrap,13,271.57,Hot,1,0,132,293
2955,2023-07-10,Wrap,9,92.3,Sunny,0,1,198,200
2956,2023-03-28,Biryani,12,113.48,Cloudy,0,0,197,112
2957,2024-11-02,Pizza,10,234.08,Rainy,1,1,99,330
2958,2024-10-18,Salad,14,217.62,Hot,0,1,221,472
2959,2023-05-28,Fried Rice,10,111.05,Sunny,1,1,174,367
2960,2023-08-16,Salad,14,396.83,Sunny,1,0,292,442
2961,2024-11-13,Pizza,15,240.82,Hot,1,0,280,237
2962,2023-11-26,Pasta,10,168.59,Hot,0,1,262,104
2963,2023-01-25,Sandwich,9,233.01,Rainy,1,1,215,128
2964,2024-06-14,Ice Cream,17,496.19,Cloudy,1,1,158,62
2965,2024-09-06,Salad,16,344.75,Rainy,1,1,86,361
2966,2023-03-17,Pizza,6,97.83,Hot,0,1,100,379
2967,2023-05-28,Burger,10,443.23,Rainy,0,0,155,386
2968,2023-09-17,Fried Rice,10,452.37,Rainy,0,0,46,401
2969,2023-07-19,Salad,1,332.55,Hot,1,0,93,229
2970,2023-05-04,Sandwich,9,233.68,Hot,0,1,127,358
2971,2023-06-09,Pizza,16,480.28,Hot,0,0,264,114
2972,2023-03-25,Tea,18,206.2,Rainy,0,1,64,375
2973,2023-07-04,Sandwich,15,345.56,Cloudy,0,0,93,121
2974,2024-02-27,Tea,10,271.54,Rainy,1,1,177,218
2975,2024-06-05,Wrap,6,432.56,Sunny,0,1,292,336
2976,2023-11-24,Pasta,8,432.78,Rainy,1,1,89,454
2977,2024-02-01,Salad,7,128.62,Cloudy,0,0,198,67
2978,2023-05-27,Cake,19,367.67,Hot,1,1,103,414
2979,2024-06-13,Fried Rice,18,100.9,Sunny,0,0,203,66
2980,2024-03-28,Coffee,6,349.23,Cloudy,0,1,220,138
2981,2023-04-21,Cake,16,382.67,Sunny,0,1,153,209
2982,2024-10-22,Sandwich,18,94.04,Cloudy,1,1,177,454
2983,2024-03-22,Sandwich,12,115.08,Rainy,0,1,89,214
2984,2023-07-02,Salad,14,176.5,Sunny,1,1,212,366
2985,2024-12-11,Pasta,11,464.85,Hot,1,1,35,148
